Group,Component,Category,Sequence ID,Test Case Type,Pairwise Config Profile,Pairwise Auto Generate Sub Test Case,Test Automation Configuration - Test Sets,Test Case ID,External Test Case ID,Name,Description,Sub Test Case Parameter,Owner,Subsystem Solution,Priority,Test Type,Test Level,Status,Automation,Test Environment,Test Procedures,Step Expected Result,Pre-Condition,Post-Condition,Execution Time,Test Script ID,Operating Systems,Platforms,RTM ID,Portfolio,Add Tags,Item Type,Project,Api ID,Ssh Wrapper Configuration - Ssh Wrapper Steps,
,,,,,,,,LIN_MEDIA-FGST_MSDK_ENC_H265_8bit-VDENC-M-003,,"H265 VDENC Video Encoding - Profile: main@L4, 10.2MBPS, Framerate: 30fps, Format: H265, Width: 1920, Height: 1080 8 bit",,--video_id GSTMSDK_ENC-H265-005 --type encode_format --video_compare -ehl --ip_address $ip,,,P2-Medium,Functional,Component,Approved,,"1. Download and install the latest Yocto BSP
2. startx &","Ubuntu:
1. sudo gst-launch-1.0 -v filesrc location=/media/RAWS/test_12_1920x1080_NV12.yuv ! videoparse width=1920 format=nv12 framerate=30 height=1080 ! msdkh265enc low-power=1  ! video/x-h265, profile=main ! h265parse ! matroskamux ! filesink location=/tmp/test_12_1920x1080.VDENC.mkv
2. sudo gst-launch-1.0 filesrc location =/tmp/test_12_1920x1080.VDENC.mkv ! matroskademux ! h265parse ! msdkh265dec ! msdkvpp ! glimagesink
Yocto:
1. gst-launch-1.0 -v filesrc location=/media/RAWS/test_12_1920x1080_NV12.yuv ! videoparse width=1920 format=nv12 framerate=30 height=1080 ! msdkh265enc low-power=1  ! video/x-h265, profile=main ! h265parse ! matroskamux ! filesink location=/tmp/test_12_1920x1080.VDENC.mkv
2. gst-launch-1.0 filesrc location =/tmp/test_12_1920x1080.VDENC.mkv ! matroskademux ! h265parse ! msdkh265dec ! msdkvpp ! glimagesink","1. Video encoding success.
2. Video playback is smooth.
3. Video playback has no corruption.
4. System does not hang or freeze.",,,10,0,,,939284,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
,,,,,,,,LIN_MEDIA-FGST_MSDK_ENC_H265_8bit-VDENC-M-004,,"H265 VDENC Video Encoding - Profile: main@L5, 40.2MBPS, Framerate: 30fps, Format: H265, Width: 3840, Height: 2160 8 bit",,--video_id GSTMSDK_ENC-H265-007 --type encode_format --video_compare -ehl --ip_address $ip,,,P2-Medium,Functional,Component,Approved,,"1. Download and install the latest Yocto BSP
2. startx &","Ubuntu:
1. sudo gst-launch-1.0 -v filesrc location=/media/RAWS/Coastguard_3840x2160_NV12.yuv ! videoparse width=3840 format=nv12 framerate=30 height=2160 ! msdkh265enc low-power=1  ! video/x-h265, profile=main ! h265parse ! matroskamux ! filesink location=/tmp/Coastguard_3840x2160.VDENC.mkv
2. sudo gst-launch-1.0 filesrc location =/tmp/Coastguard_3840x2160.VDENC.mkv ! matroskademux ! h265parse ! msdkh265dec ! msdkvpp ! glimagesink
Yocto:
1. gst-launch-1.0 -v filesrc location=/media/RAWS/Coastguard_3840x2160_NV12.yuv ! videoparse width=3840 format=nv12 framerate=30 height=2160 ! msdkh265enc low-power=1  ! video/x-h265, profile=main ! h265parse ! matroskamux ! filesink location=/tmp/Coastguard_3840x2160.VDENC.mkv
2. gst-launch-1.0 filesrc location =/tmp/Coastguard_3840x2160.VDENC.mkv ! matroskademux ! h265parse ! msdkh265dec ! msdkvpp ! glimagesink","1. Video encoding success.
2. Video playback is smooth.
3. Video playback has no corruption.
4. System does not hang or freeze.",,,10,0,,,939284,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
,,,,,,,,LIN_MEDIA-FGST_MSDK_ENC_H265_8bit-VDENC-M-VBR-001,,H265 VDENC Video Encoding - VBR Encoding on 640x480,,--video_id GSTMSDK_ENC-H265-vbr --type encode_format --video_compare -ehl --ip_address $ip,,,P2-Medium,Functional,Component,Approved,,"1. Download and install the latest Yocto BSP
2. startx &","Ubuntu:
1. sudo gst-launch-1.0 -v filesrc location=/media/RAWS/test_03_640x480_NV12.yuv ! videoparse width=640 format=nv12 framerate=30 height=480 ! msdkh265enc low-power=1 rate-control=vbr ! h265parse ! matroskamux ! filesink location=/tmp/test_03_640x480.VDENC.mkv
2. sudo gst-launch-1.0 filesrc location =/tmp/test_03_640x480.VDENC.mkv ! matroskademux ! h265parse ! msdkh265dec ! msdkvpp ! glimagesink
Yocto:
1. gst-launch-1.0 -v filesrc location=/media/RAWS/test_03_640x480_NV12.yuv ! videoparse width=640 format=nv12 framerate=30 height=480 ! msdkh265enc low-power=1 rate-control=vbr ! h265parse ! matroskamux ! filesink location=/tmp/test_03_640x480.VDENC.mkv
2. gst-launch-1.0 filesrc location =/tmp/test_03_640x480.VDENC.mkv ! matroskademux ! h265parse ! msdkh265dec ! msdkvpp ! glimagesink","1. Video encoding success.
2. Video playback will not lag.
3. Video playback has no corruption.
4. System does not hang or freeze.",,,10,0,,,939284,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
,,,,,,,,LIN_MEDIA-FGST_MSDK_ENC_H265_8bit-VDENC-M-CBR-001,,H265 VDENC Video Encoding - CBR Encoding on 640x480,,--video_id GSTMSDK_ENC-H265-cbr --type encode_format --video_compare -ehl --ip_address $ip,,,P2-Medium,Functional,Component,Approved,,"1. Download and install the latest Yocto BSP
2. startx &","Ubuntu:
1. sudo gst-launch-1.0 -v filesrc location=/media/RAWS/test_03_640x480_NV12.yuv ! videoparse width=640 format=nv12 framerate=30 height=480 ! msdkh265enc low-power=1 rate-control=cbr ! h265parse ! matroskamux ! filesink location=/tmp/test_03_640x480.VDENC.mkv
2. sudo gst-launch-1.0 filesrc location =/tmp/test_03_640x480.VDENC.mkv ! matroskademux ! h265parse ! msdkh265dec ! msdkvpp ! glimagesink
Yocto:
1. gst-launch-1.0 -v filesrc location=/media/RAWS/test_03_640x480_NV12.yuv ! videoparse width=640 format=nv12 framerate=30 height=480 ! msdkh265enc low-power=1 rate-control=cbr ! h265parse ! matroskamux ! filesink location=/tmp/test_03_640x480.VDENC.mkv
2. gst-launch-1.0 filesrc location =/tmp/test_03_640x480.VDENC.mkv ! matroskademux ! h265parse ! msdkh265dec ! msdkvpp ! glimagesink","1. Video encoding success.
2. Video playback will not lag.
3. Video playback has no corruption.
4. System does not hang or freeze.",,,10,0,,,939284,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
GFX,LIN_MEDIA,F,GST_MSDK_REN_MPEG2_X11,M,,No,Test Set 43,LIN_MEDIA-FGST_MSDK_REN_MPEG2_X11-M,,GST MSDK Rendering MPEG2 X11,To validate the hardware accelerated decode of MPEG2 for GST-MSDK with specific FPS and resolution in X11,,benjamin.ben-jie.khaw@intel.com,,P2-Medium,Functional,Component,Approved,Yes,"1. Download and install the latest Yocto BSP
2. startx &","1. Run the Gstreamer with MSDK Plugin for rendering with its required parameters
2. Playback the videos","1.	Video FPS does not drop.
2.	Video playback is smooth.
3.	Video playback has no corruption.
4.	System does not hang or freeze.",,,5,0,,,,,"embedded, Client, FuSa, Industrial, Media",Folder,Project,,Ssh Wrapper Step 43,
,,,,,,,,LIN_MEDIA-FGST_MSDK_REN_MPEG2_X11-M-001,,"MPEG2 Video Rendering - Profile: Main_at_High, Bitrate: 2MBPS, Framerate: 30 fps, Format:MPEG2, Width: 800, Height: 600",,--desktop xterm_1080 --video_id GSTMSDK_REN_EHL-MPEG2-002 --ip_address $ip -$gen -ehl,,,P2-Medium,Functional,Component,Approved,,"1. Download and install the latest Yocto BSP
2. startx &",gst-launch-1.0 filesrc location=/media/MPEG2_Videos/Foreman_800x600_8mbps_30fps_Main_at_High.mpg ! tsdemux ! mpegvideoparse ! msdkmpeg2dec ! msdkvpp ! glimagesink,"1. Video do not have any corruption
2. Video can be play back smoothly
3. System does not freeze or hang",,,5,0,,,939251,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
,,,,,,,,LIN_MEDIA-FGST_MSDK_REN_MPEG2_X11-M-002,,"MPEG2 Video Rendering - Profile: Main_at_High, Bitrate: 10MBPS, Framerate: 60 fps, Format:MPEG2, Width: 1024, Height: 720",,--desktop xterm_1080 --video_id GSTMSDK_REN_EHL-MPEG2-003 --ip_address $ip -$gen -ehl,,,P2-Medium,Functional,Component,Approved,,"1. Download and install the latest Yocto BSP
2. startx &",gst-launch-1.0 filesrc location=/media/MPEG2_Videos/Skyfall_1024x720_10mbps_60fps_Main_at_High.mpg ! tsdemux ! mpegvideoparse ! msdkmpeg2dec ! msdkvpp ! glimagesink,"1. Video do not have any corruption
2. Video can be play back smoothly
3. System does not freeze or hang",,,5,0,,,939251,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
,,,,,,,,LIN_MEDIA-FGST_MSDK_REN_MPEG2_X11-M-003,,"MPEG2 Video Rendering - Profile: Main_at_High, Bitrate: 9.5MBPS, Framerate: 60 fps, Format:MPEG2, Width: 1280, Height: 720",,--desktop xterm_1080 --video_id GSTMSDK_REN_EHL-MPEG2-004 --ip_address $ip -$gen -ehl,,,P2-Medium,Functional,Component,Approved,,"1. Download and install the latest Yocto BSP
2. startx &",gst-launch-1.0 filesrc location=/media/MPEG2_Videos/Fireworks_1280x720_9.5mbps_60fps_Main_at_High.mpg ! tsdemux ! mpegvideoparse ! msdkmpeg2dec ! msdkvpp ! glimagesink,"1. Video do not have any corruption
2. Video can be play back smoothly
3. System does not freeze or hang",,,5,0,,,939251,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
,,,,,,,,LIN_MEDIA-FGST_MSDK_REN_MPEG2_X11-M-004,,"MPEG2 Video Rendering - Profile: Main_at_High, Bitrate: 8.5MBPS, Framerate: 30 fps, Format:MPEG2, Width: 1920, Height: 1080",,--desktop xterm_1080 --video_id GSTMSDK_REN_EHL-MPEG2-005 --ip_address $ip -$gen -ehl,,,P2-Medium,Functional,Component,Approved,,"1. Download and install the latest Yocto BSP
2. startx &",gst-launch-1.0 filesrc location=/media/MPEG2_Videos/Fireworks_1920x1080_8.5mbps_30fps_Main_at_High.mpg ! tsdemux ! mpegvideoparse ! msdkmpeg2dec ! msdkvpp ! glimagesink,"1. Video do not have any corruption
2. Video can be play back smoothly
3. System does not freeze or hang",,,5,0,,,939251,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
GFX,LIN_MEDIA,F,GST_MSDK_REN_VC1_X11,M,,No,Test Set 44,LIN_MEDIA-FGST_MSDK_REN_VC1_X11-M,,GST MSDK Rendering VC1 X11,To validate the hardware accelerated decode of VC1 for GST-MSDK with specific FPS and resolution in X11,,benjamin.ben-jie.khaw@intel.com,,P2-Medium,Functional,Component,Approved,Yes,"1. Download and install the latest Yocto BSP
2. startx &","1. Run the Gstreamer with MSDK Plugin for rendering with its required parameters
2. Playback the videos","1.	Video FPS does not drop.
2.	Video playback is smooth.
3.	Video playback has no corruption.
4.	System does not hang or freeze.",,,5,0,,,,,"embedded, Client, FuSa, Industrial, Media",Folder,Project,,Ssh Wrapper Step 44,
,,,,,,,,LIN_MEDIA-FGST_MSDK_REN_VC1_X11-M-001,,"VC1 Video Rendering - Profile: Advanced@L1, Bitrate: 1.25MBPS, Framerate: 60 fps, Format: VC1, Width: 640, Height: 320",,--desktop xterm_1080 --video_id GSTMSDK_REN_EHL-VC1-002 --ip_address $ip -$gen -ehl,,,P2-Medium,Functional,Component,Approved,,"1. Download and install the latest Yocto BSP
2. startx &",gst-launch-1.0 filesrc location=/media/WMV_Videos/HoneyBees_640x320_1.25mbps_60fps_Advanced@L1.wmv ! asfdemux ! vc1parse ! msdkvc1dec ! msdkvpp ! glimagesink,"1. Video do not have any corruption
2. Video can be play back smoothly
3. System does not freeze or hang",,,5,0,,,939252,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
,,,,,,,,LIN_MEDIA-FGST_MSDK_REN_VC1_X11-M-002,,"VC1 Video Rendering - Profile: Advanced@L3, Bitrate: 1.25MBPS, Framerate: 60 fps, Format: VC1, Width:800, Height: 600",,--desktop xterm_1080 --video_id GSTMSDK_REN_EHL-VC1-004 --ip_address $ip -$gen -ehl,,,P2-Medium,Functional,Component,Approved,,"1. Download and install the latest Yocto BSP
2. startx &",gst-launch-1.0 filesrc location=/media/WMV_Videos/HoneyBees_800x600_1.25mbps_60fps_Advanced@L3.wmv ! asfdemux ! vc1parse ! msdkvc1dec ! msdkvpp ! glimagesink,"1. Video do not have any corruption
2. Video can be play back smoothly
3. System does not freeze or hang",,,5,0,,,939252,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
,,,,,,,,LIN_MEDIA-FGST_MSDK_REN_VC1_X11-M-003,,"VC1 Video Rendering - Profile: Advanced@L3, Bitrate: 2.5MBPS, Framerate: 60 fps, Format: VC1, Width:1280, Height: 720",,--desktop xterm_1080 --video_id GSTMSDK_REN_EHL-VC1-006 --ip_address $ip -$gen -ehl,,,P2-Medium,Functional,Component,Approved,,"1. Download and install the latest Yocto BSP
2. startx &",gst-launch-1.0 filesrc location=/media/WMV_Videos/HoneyBees_1280x720_2.5mbps_60fps_Advanced@L3.wmv ! asfdemux ! vc1parse ! msdkvc1dec ! msdkvpp ! glimagesink,"1. Video do not have any corruption
2. Video can be play back smoothly
3. System does not freeze or hang",,,5,0,,,939252,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
,,,,,,,,LIN_MEDIA-FGST_MSDK_REN_VC1_X11-M-004,,"VC1 Video Rendering - Profile: Main@HL, Bitrate: 20MBPS, Framerate: 30 fps, Format: VC1, Width:1920, Height: 1080",,--desktop xterm_1080 --video_id GSTMSDK_REN_EHL-VC1-008 --ip_address $ip -$gen -ehl,,,P2-Medium,Functional,Component,Approved,,"1. Download and install the latest Yocto BSP
2. startx &",gst-launch-1.0 filesrc location=/media/WMV_Videos/Solar_1920x1080_20mbps_30fps_MP_at_HL.wmv ! asfdemux ! vc1parse ! msdkvc1dec ! msdkvpp ! glimagesink,"1. Video do not have any corruption
2. Video can be play back smoothly
3. System does not freeze or hang",,,5,0,,,939252,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
GFX,LIN_MEDIA,F,GST_MSDK_REN_MJPEG_X11,M,,No,Test Set 45,LIN_MEDIA-FGST_MSDK_REN_MJPEG_X11-M,,GST MSDK Rendering MJPEG X11,To validate the hardware accelerated decode of MJPEG for GST-MSDK with specific FPS and resolution in X11,,benjamin.ben-jie.khaw@intel.com,,P2-Medium,Functional,Component,Approved,Yes,"1. Download and install the latest Yocto BSP
2. startx &","1. Run the Gstreamer with MSDK Plugin for rendering with its required parameters
2. Playback the videos","1.	Video FPS does not drop.
2.	Video playback is smooth.
3.	Video playback has no corruption.
4.	System does not hang or freeze.",,,5,0,,,,,"embedded, Client, FuSa, Industrial, Media",Folder,Project,,Ssh Wrapper Step 45,
,,,,,,,,LIN_MEDIA-FGST_MSDK_REN_MJPEG_X11-M-001,,"MJPEG Video Rendering - Profile:  , Bitrate: 13MBPS, Framerate: 30 fps, Format: MJPEG 420, Width:1280, Height: 720",,--desktop xterm_1080 --video_id GSTMSDK_REN_EHL-MJPEG-002 --ip_address $ip -$gen -ehl,,,P2-Medium,Functional,Component,Approved,,"1. Download and install the latest Yocto BSP
2. startx &",gst-launch-1.0 filesrc location=/media/MJPEG_Videos/Puppies_1280x720_13mbps_30fps.avi ! avidemux ! jpegparse ! msdkmjpegdec ! msdkvpp ! glimagesink,"1. Video do not have any corruption
2. Video can be play back smoothly
3. System does not freeze or hang",,,5,0,,,939254,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
,,,,,,,,LIN_MEDIA-FGST_MSDK_REN_MJPEG_X11-M-002,,"MJPEG Video Rendering - Profile:  , Bitrate: 22MBPS, Framerate: 30 fps, Format: MJPEG 420, Width:1920, Height: 1080",,--desktop xterm_1080 --video_id GSTMSDK_REN_EHL-MJPEG-003 --ip_address $ip -$gen -ehl,,,P2-Medium,Functional,Component,Approved,,"1. Download and install the latest Yocto BSP
2. startx &",gst-launch-1.0 filesrc location=/media/MJPEG_Videos/HoneyBee_1920x1080_22mbps_30fps.avi ! avidemux ! jpegparse ! msdkmjpegdec ! msdkvpp ! glimagesink,"1. Video do not have any corruption
2. Video can be play back smoothly
3. System does not freeze or hang",,,5,0,,,939254,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
,,,,,,,,LIN_MEDIA-FGST_MSDK_REN_MJPEG_X11-M-003,,"MJPEG Video Rendering - Profile: , Bitrate: 28MBPS, Framerate: 60fps, Format: MJPEG 422, Width: 1280, Height: 720",,--desktop xterm_1080 --video_id GSTMSDK_REN_EHL-MJPEG-005 --ip_address $ip -$gen -ehl,,,P2-Medium,Functional,Component,Approved,,"1. Download and install the latest Yocto BSP
2. startx &",gst-launch-1.0 filesrc location=/media/MJPEG_Videos/Cactus_1280x720_28mbps_60fps_422.avi ! avidemux ! jpegparse ! msdkmjpegdec ! msdkvpp ! glimagesink,"1. Video do not have any corruption
2. Video can be play back smoothly
3. System does not freeze or hang",,,5,0,,,939254,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
,,,,,,,,LIN_MEDIA-FGST_MSDK_REN_MJPEG_X11-M-004,,"MJPEG Video Rendering - Profile: , Bitrate: 29MBPS, Framerate: 60fps, Format: MJPEG 422, Width: 1920, Height: 1080",,--desktop xterm_1080 --video_id GSTMSDK_REN_EHL-MJPEG-006 --ip_address $ip -$gen -ehl,,,P2-Medium,Functional,Component,Approved,,"1. Download and install the latest Yocto BSP
2. startx &",gst-launch-1.0 filesrc location=/media/MJPEG_Videos/Skyfall_1920x1080_29mbps_60fps_422.avi ! avidemux ! jpegparse ! msdkmjpegdec ! msdkvpp ! glimagesink,"1. Video do not have any corruption
2. Video can be play back smoothly
3. System does not freeze or hang",,,5,0,,,939254,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
,,,,,,,,LIN_MEDIA-FGST_MSDK_REN_MJPEG_X11-M-005,,"MJPEG Video Rendering - Profile: , Bitrate: 165MBPS, Framerate: 60fps, Format: MJPEG 422, Width: 3840, Height: 2160",,--desktop xterm_4k --video_id GSTMSDK_REN_EHL-MJPEG-008 --ip_address $ip -$gen -ehl,,,P2-Medium,Functional,Component,Approved,,"1. Download and install the latest Yocto BSP
2. startx &",gst-launch-1.0 filesrc location=/media/MJPEG_Videos/Puppies_3840x2160_165mbps_60fps_422.avi ! avidemux ! jpegparse ! msdkmjpegdec ! msdkvpp ! glimagesink,"1. Video do not have any corruption
2. Video can be play back smoothly
3. System does not freeze or hang",,,5,0,,,939254,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
,,,,,,,,LIN_MEDIA-FGST_MSDK_REN_MJPEG_X11-M-006,,"MJPEG Video Rendering - Profile: , Bitrate: 23MBPS, Framerate: 30fps, Format: MJPEG 444, Width: 1280, Height: 720",,--desktop xterm_1080 --video_id GSTMSDK_REN_EHL-MJPEG-009 --ip_address $ip -$gen -ehl,,,P2-Medium,Functional,Component,Approved,,"1. Download and install the latest Yocto BSP
2. startx &",gst-launch-1.0 filesrc location=/media/MJPEG_Videos/Canal_1280x720_23mbps_30fps_444_1.avi ! avidemux ! jpegparse ! msdkmjpegdec ! msdkvpp ! glimagesink,"1. Video do not have any corruption
2. Video can be play back smoothly
3. System does not freeze or hang",,,5,0,,,939254,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
,,,,,,,,LIN_MEDIA-FGST_MSDK_REN_MJPEG_X11-M-007,,"MJPEG Video Rendering - Profile: , Bitrate: 38MBPS, Framerate: 60fps, Format: MJPEG 444, Width: 1920, Height: 1080",,--desktop xterm_1080 --video_id GSTMSDK_REN_EHL-MJPEG-010 --ip_address $ip -$gen -ehl,,,P2-Medium,Functional,Component,Approved,,"1. Download and install the latest Yocto BSP
2. startx &",gst-launch-1.0 filesrc location=/media/MJPEG_Videos/Fireworks_1920x1080_38mbps_60fps_444_1.avi ! avidemux ! jpegparse ! msdkmjpegdec ! msdkvpp ! glimagesink,"1. Video do not have any corruption
2. Video can be play back smoothly
3. System does not freeze or hang",,,5,0,,,939254,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
,,,,,,,,LIN_MEDIA-FGST_MSDK_REN_MJPEG_X11-M-008,,"MJPEG Video Rendering - Profile: , Bitrate: 8MBPS, Framerate: 30fps, Format: MJPEG 444, Width: 3840, Height: 2160",,--desktop xterm_4k --video_id GSTMSDK_REN_EHL-MJPEG-012 --ip_address $ip -$gen -ehl,,,P2-Medium,Functional,Component,Approved,,"1. Download and install the latest Yocto BSP
2. startx &",gst-launch-1.0 filesrc location=/media/MJPEG_Videos/Elecard1_3840x2160_8mbps_30fps_444_1.avi ! avidemux ! jpegparse ! msdkmjpegdec ! msdkvpp ! glimagesink,"1. Video do not have any corruption
2. Video can be play back smoothly
3. System does not freeze or hang",,,5,0,,,939254,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
GFX,LIN_MEDIA,F,GST_MSDK_REN_H265_10bit_X11,M,,No,Test Set 46,LIN_MEDIA-FGST_MSDK_REN_H265_10bit_X11-M,,GST MSDK Rendering H265 10-bit X11,To validate the hardware accelerated decode of H265 10-bit for GST-MSDK with specific FPS and resolution in X11,,benjamin.ben-jie.khaw@intel.com,,P2-Medium,Functional,Component,Approved,Yes,"1. Download and install the latest Yocto BSP
2. startx &","1. Run the Gstreamer with MSDK Plugin for rendering with its required parameters
2. Playback the videos","1.	Video FPS does not drop.
2.	Video playback is smooth.
3.	Video playback has no corruption.
4.	System does not hang or freeze.",,,5,0,,,,,"embedded, Client, FuSa, Industrial, Media",Folder,Project,,Ssh Wrapper Step 46,
,,,,,,,,LIN_MEDIA-FGST_MSDK_REN_H265_10bit_X11-M-001,,"H265-10bit Video Rendering - Profile: main@L3.1, Bitrate: 2MBPS, Framerate: 60fps, Format: H265-10bit, Width: 640, Height: 320, 10bit",,--desktop xterm_1080 --video_id GSTMSDK_REN_EHL-H265-10bit-001 --ip_address $ip -$gen -ehl,,,P2-Medium,Functional,Component,Approved,,"1. Download and install the latest Yocto BSP
2. startx &","Yocto - gst-launch-1.0 filesrc location=/media/H265_Videos/Canal_640x320_2mbps_60fps_Main_at_L3_10bit.mkv ! matroskademux ! h265parse ! msdkh265dec ! msdkvpp ! glimagesink
Ubuntu - sudo gst-launch-1.0 filesrc location=/media/H265_Videos/Canal_640x320_2mbps_60fps_Main_at_L3_10bit.mkv ! matroskademux ! h265parse ! msdkh265dec ! msdkvpp ! glimagesink","1.	Video FPS does not drop.
2.	Video playback is smooth.
3.	Video playback has no corruption.
4.	System does not hang or freeze.",,,5,0,,,939258,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
